Age,Potential,Wage,Preferred Foot,Weak Foot,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,Positioning,Vision,Penalties,GKPositioning,GKReflexes,Value
21,85,€43K,Left,3,LB,5'10,170lbs,76,43,64,73,42,76,67,77,81,82,70,75,71,69,77,84,68,74,66,52,7,10,€12.5M
24,81,€15K,Right,3,CAM,6'0,170lbs,78,72,45,78,67,78,78,77,79,70,75,77,76,84,65,88,68,76,78,75,11,10,€13M
21,88,€52K,Right,3,RB,5'9,154lbs,79,30,64,75,58,73,76,74,81,77,83,74,78,62,69,81,64,42,50,48,12,7,€14.5M
23,86,€47K,Left,5,LB,5'10,161lbs,74,62,69,76,43,81,71,78,88,86,78,78,78,69,78,82,76,75,73,49,10,9,€13M
22,84,€51K,Right,3,CM,6'1,170lbs,72,60,71,82,69,76,69,79,77,74,68,73,69,76,67,76,69,74,76,49,13,11,€14M
27,79,€17K,Right,3,LS,6'2,181lbs,52,76,77,68,73,75,69,77,79,86,71,78,65,77,78,76,78,84,58,68,7,7,€12M
22,84,€1K,Right,4,LM,5'4,143lbs,63,64,42,74,57,84,75,81,94,92,92,77,94,65,66,72,30,76,77,63,7,15,€14M
32,78,€15K,Right,2,GK,6'2,185lbs,17,11,15,24,11,13,13,16,39,39,30,75,35,25,53,35,74,14,38,23,82,80,€6M
25,82,€25K,Left,2,CAM,5'8,165lbs,74,70,32,70,72,86,76,81,90,88,92,79,88,80,53,72,61,71,72,77,12,15,€13.5M
21,84,€22K,Right,4,RCM,5'11,165lbs,65,61,65,79,46,77,58,79,66,69,74,76,67,77,53,96,74,69,74,45,15,8,€14M
23,80,€15K,Right,5,LM,5'10,172lbs,78,75,42,76,63,83,63,78,82,85,78,69,70,76,65,78,67,69,69,66,10,7,€13M
21,85,€27K,Right,3,CAM,5'11,161lbs,73,65,43,79,65,85,76,81,77,68,79,75,76,70,66,77,66,69,78,65,12,10,€14.5M
21,86,€81K,Right,3,CB,6'0,174lbs,41,44,74,76,36,56,29,67,67,74,69,77,69,49,77,66,69,32,33,45,13,6,€13.5M
21,88,€61K,Right,3,CB,6'2,170lbs,69,26,68,72,24,67,41,68,80,83,64,77,66,41,66,74,80,51,52,26,7,7,€14.5M
21,86,€56K,Right,4,LW,5'10,161lbs,65,74,56,72,71,81,76,83,87,76,87,80,87,78,66,82,72,81,72,61,9,11,€15.5M
23,83,€22K,Right,4,LCM,6'0,163lbs,65,75,47,79,59,78,71,79,65,68,65,72,65,74,50,75,66,71,78,69,12,9,€13.5M
28,78,€19K,Right,3,ST,6'3,183lbs,48,81,83,64,75,74,46,76,58,54,53,75,39,84,74,82,83,80,53,75,7,9,€10.5M
25,79,€46K,Right,4,RM,6'1,187lbs,78,66,72,75,68,78,72,77,86,89,66,76,67,81,80,79,79,73,72,58,10,10,€12.5M
25,80,€18K,Right,3,GK,6'4,187lbs,15,19,24,24,19,16,23,19,49,34,45,75,42,54,60,43,76,12,45,23,81,75,€9M
23,83,€25K,Right,3,RCM,5'8,154lbs,62,70,41,81,75,78,76,80,69,55,79,75,90,74,73,71,55,74,77,65,7,11,€14M
25,80,€48K,Right,3,LS,6'6,185lbs,42,81,84,70,67,64,40,76,53,69,64,79,44,80,79,84,86,82,62,73,16,12,€13M
29,78,€47K,Right,4,LS,6'3,190lbs,66,80,77,69,67,71,69,76,73,71,69,77,67,84,63,82,89,77,70,74,12,13,€10.5M
24,83,€20K,Left,2,LCM,5'9,174lbs,46,36,55,73,41,71,45,73,78,75,78,76,78,80,78,90,80,55,68,38,15,8,€12M
29,78,€43K,Right,3,LDM,5'11,170lbs,60,61,57,80,46,76,55,79,72,73,70,78,70,80,61,88,71,66,74,58,10,14,€10M
20,86,€24K,Right,3,RWB,5'8,154lbs,79,53,68,78,21,80,71,81,87,86,82,64,84,57,61,74,65,67,64,37,12,15,€13M
23,85,€68K,Right,2,LCB,6'5,207lbs,43,51,86,73,41,60,38,53,45,62,53,72,34,70,70,79,87,48,54,53,9,12,€12.5M
29,80,€39K,Right,2,GK,6'3,176lbs,12,10,12,48,11,19,15,33,49,44,44,73,60,22,73,40,60,10,54,20,76,80,€8.5M
25,80,€25K,Right,4,RCB,6'1,190lbs,35,26,75,71,34,64,47,69,70,68,64,74,57,73,80,64,84,52,51,41,7,11,€10.5M
26,79,€23K,Right,4,RCB,5'9,157lbs,60,29,77,72,22,44,51,68,76,75,76,79,72,67,79,77,70,49,39,41,10,10,€10M
22,85,€53K,Right,3,ST,5'11,179lbs,40,80,80,68,72,76,69,76,79,78,76,76,74,79,84,74,72,80,60,71,14,11,€15M
25,79,€23K,Right,3,LM,5'11,168lbs,72,73,67,76,66,86,82,79,80,82,87,73,75,76,67,81,70,71,76,54,12,11,€12.5M
26,79,€44K,Right,3,CB,5'11,170lbs,36,30,74,70,31,55,35,62,73,77,62,72,76,49,71,65,82,31,28,50,12,12,€10M
23,84,€22K,Right,4,CM,5'7,141lbs,63,59,41,84,43,77,68,82,70,63,78,74,84,62,82,86,52,65,76,56,13,14,€14M
21,87,€47K,Right,5,CM,5'9,159lbs,76,73,57,78,78,76,84,81,52,53,67,75,76,88,65,73,69,74,81,76,14,12,€16M
30,78,€15K,Right,4,RB,5'9,152lbs,79,34,68,75,40,77,68,76,77,75,77,77,74,71,72,86,64,69,52,41,7,14,€7.5M
22,83,€47K,Right,3,RB,5'11,157lbs,74,42,74,73,36,68,52,70,74,79,66,74,73,60,77,77,76,60,58,46,6,10,€11.5M
26,81,€23K,Right,4,RB,5'9,163lbs,77,56,61,71,52,74,55,76,82,86,75,73,86,81,77,92,80,76,72,54,12,11,€10.5M
26,81,€22K,Right,2,GK,6'4,192lbs,13,18,18,32,12,19,14,22,48,38,55,74,58,19,68,37,66,18,44,21,77,81,€9M
25,81,€55K,Right,2,LCB,6'0,170lbs,30,28,78,68,46,54,26,63,70,65,64,81,58,45,83,67,78,26,46,54,13,10,€11M
26,81,€54K,Right,3,CB,6'4,192lbs,45,22,79,59,28,49,29,61,62,68,49,71,58,39,67,67,86,29,31,26,11,15,€11M
27,79,€41K,Right,4,RS,6'2,194lbs,44,81,78,64,76,72,48,76,68,75,64,74,58,86,79,66,91,78,46,68,6,8,€12M
23,83,€42K,Right,4,LM,6'2,170lbs,74,74,43,78,75,85,79,83,76,79,82,70,61,76,32,75,74,74,75,57,8,8,€14M
25,81,€29K,Left,5,RM,5'10,163lbs,75,73,65,73,71,82,81,77,90,90,83,69,68,71,57,80,58,75,74,60,8,16,€13M
29,78,€25K,Right,2,RCB,6'1,196lbs,44,45,82,66,50,36,32,62,52,50,36,76,52,55,85,84,80,35,33,51,8,8,€8M
24,85,€20K,Right,3,CDM,5'10,157lbs,59,30,59,78,22,66,31,69,76,71,75,77,73,53,78,93,77,60,65,32,15,16,€12.5M
25,81,€28K,Left,2,LWB,6'1,161lbs,79,62,55,78,43,78,74,79,89,90,74,70,61,80,73,70,70,69,65,67,9,15,€10.5M
24,82,€1K,Right,4,GK,6'2,187lbs,16,14,17,33,15,19,14,25,33,48,35,65,50,25,70,24,65,15,58,19,77,75,€9.5M
22,84,€81K,Right,3,LM,6'1,165lbs,67,64,42,81,48,84,50,84,80,77,76,75,75,67,47,74,70,75,80,59,14,11,€14M
25,80,€76K,Left,3,LB,5'10,150lbs,78,60,43,78,49,77,61,78,86,90,85,72,77,74,65,93,60,68,68,49,9,8,€12.5M
23,83,€29K,Left,2,CM,6'2,172lbs,65,62,51,80,67,82,69,81,66,64,75,76,71,83,53,75,72,68,80,81,9,15,€13.5M
23,84,€24K,Right,3,CB,6'3,179lbs,54,50,83,76,48,65,43,70,74,79,63,73,62,63,64,70,79,52,71,39,15,13,€12M
24,83,€44K,Right,3,LCM,6'0,187lbs,72,55,68,82,68,81,72,82,76,77,71,73,74,83,46,75,73,68,74,68,8,16,€13.5M
23,84,€18K,Right,4,CB,6'2,194lbs,75,66,78,78,71,68,72,73,61,68,57,73,53,86,66,89,87,71,76,44,14,6,€12M
25,80,€16K,Right,3,RM,5'8,150lbs,82,65,56,78,59,79,79,80,75,74,82,76,83,63,73,87,59,75,75,78,8,14,€12.5M
23,84,€25K,Right,4,LW,5'8,152lbs,78,76,51,70,65,86,74,80,81,81,82,73,84,82,82,80,64,73,75,66,11,11,€14M
24,81,€22K,Left,3,LWB,5'10,170lbs,91,40,59,77,43,73,80,78,78,85,77,79,74,75,66,85,66,62,70,41,8,11,€11M
24,82,€46K,Right,2,CDM,6'3,170lbs,64,54,73,78,68,75,68,77,68,68,64,72,62,76,64,85,71,68,73,40,7,9,€11.5M
25,83,€31K,Right,3,RCM,5'10,154lbs,60,65,58,82,43,75,52,79,68,67,71,75,70,62,66,81,68,64,74,45,8,12,€13.5M
23,83,€50K,Left,3,RW,6'0,159lbs,74,74,62,75,78,80,70,85,79,79,87,73,73,83,66,70,65,77,71,74,5,6,€14M
26,79,€45K,Left,3,LB,6'2,181lbs,79,57,78,76,55,69,77,74,66,69,65,76,59,79,83,79,78,61,54,67,10,16,€10M
25,80,€15K,Left,2,CAM,5'6,148lbs,75,66,42,78,65,83,80,83,73,71,90,72,91,83,55,44,38,63,85,71,7,12,€12.5M
27,80,€10K,Right,2,GK,6'1,187lbs,20,14,13,31,20,16,50,24,59,58,63,75,47,70,75,36,72,10,39,21,78,82,€8.5M
23,83,€13K,Right,4,CM,5'9,139lbs,73,70,52,81,60,83,77,82,72,65,78,78,78,65,62,71,38,76,80,64,6,8,€13.5M
25,80,€29K,Right,4,CDM,5'11,168lbs,50,53,56,82,54,75,61,80,65,64,76,73,68,74,73,79,75,62,74,68,10,11,€10.5M
28,78,€44K,Right,4,RB,6'0,154lbs,74,33,71,71,41,64,67,69,78,78,71,76,69,72,75,90,74,74,60,36,10,9,€8M
22,84,€91K,Right,4,CM,5'10,157lbs,78,74,56,80,72,81,80,81,78,74,78,74,78,73,62,75,68,71,78,70,10,7,€14M
23,84,€29K,Left,4,RW,6'1,168lbs,77,71,23,79,67,81,74,80,79,76,83,76,71,72,61,68,59,76,78,60,12,7,€14M
23,86,€26K,Right,3,CM,6'1,176lbs,68,68,70,83,67,78,65,81,63,58,64,74,54,74,58,69,70,76,76,58,3,5,€15M
25,82,€12K,Right,3,GK,6'2,168lbs,15,12,14,27,13,12,21,22,44,47,45,74,48,21,63,32,71,12,52,13,77,80,€9.5M
22,83,€57K,Left,1,RM,5'11,161lbs,65,75,64,77,75,85,80,87,85,90,88,75,71,76,78,75,64,79,74,69,13,12,€14M
24,80,€48K,Right,3,RW,6'4,172lbs,69,72,84,74,68,75,71,71,79,79,75,79,55,73,83,87,78,80,65,59,14,8,€13M
23,84,€17K,Right,4,LM,5'8,148lbs,75,80,64,76,76,83,81,78,92,76,93,70,87,77,89,73,60,75,71,75,7,7,€14M
24,83,€40K,Left,3,LCM,6'0,163lbs,70,77,54,79,85,78,77,79,66,64,71,78,67,87,52,77,67,75,74,57,10,10,€13.5M
25,81,€78K,Right,5,RB,6'0,172lbs,78,33,68,74,41,74,75,75,75,79,79,72,77,67,77,87,68,64,60,49,5,3,€10.5M
25,79,€29K,Right,3,RW,5'11,159lbs,71,75,75,77,77,80,70,80,75,78,77,82,68,74,70,74,71,83,74,65,6,9,€12.5M
28,78,€57K,Right,3,CB,6'0,165lbs,46,56,73,68,70,59,46,66,66,67,57,74,72,82,73,66,72,36,46,51,14,13,€8.5M
29,78,€39K,Right,3,RS,6'2,187lbs,33,81,93,64,80,66,49,74,66,63,65,76,59,80,86,66,84,80,52,64,14,9,€10.5M
24,84,€21K,Right,3,GK,6'0,172lbs,15,12,12,26,13,13,11,21,41,37,37,62,43,19,74,43,55,15,42,31,76,85,€10.5M
29,78,€36K,Right,3,CM,6'0,172lbs,78,58,58,80,67,80,76,82,78,75,78,76,78,77,66,75,68,75,77,68,15,5,€10M
25,79,€38K,Right,4,RS,6'2,183lbs,63,81,80,67,71,70,69,74,65,65,66,77,52,79,69,73,83,82,61,77,13,9,€12.5M
29,78,€28K,Right,4,RCM,5'10,157lbs,77,72,49,80,62,76,81,79,67,61,74,74,71,74,37,66,67,69,79,72,15,6,€10M
27,79,€15K,Right,4,RS,6'2,179lbs,69,76,81,71,77,74,71,74,69,76,73,76,49,79,68,76,78,83,71,90,14,10,€12M
27,78,€31K,Right,3,ST,6'2,183lbs,59,80,81,71,77,75,72,75,56,61,59,80,55,79,77,92,84,82,63,73,9,7,€11M
27,78,€20K,Right,4,ST,5'11,176lbs,55,82,75,61,71,71,68,76,67,66,68,71,68,82,75,75,88,84,71,77,9,9,€11M
26,81,€46K,Right,3,RB,5'10,159lbs,74,51,67,74,43,74,31,76,84,86,78,76,77,56,82,90,69,70,64,56,15,16,€10.5M
27,80,€24K,Right,3,GK,6'1,187lbs,15,17,14,33,19,11,10,21,41,45,43,75,24,18,62,34,68,12,16,19,77,81,€8.5M
26,79,€19K,Right,5,CAM,5'8,159lbs,65,66,39,82,62,81,75,83,62,57,76,76,82,66,60,75,50,74,82,64,10,8,€12M
27,79,€23K,Left,2,CM,5'9,163lbs,75,59,33,77,71,77,73,77,79,75,77,78,87,80,77,82,69,72,77,55,16,12,€11.5M
24,83,€39K,Right,3,RCB,6'2,196lbs,46,23,79,65,33,50,29,65,60,63,67,75,51,40,85,70,84,23,40,19,10,15,€12M
24,83,€39K,Left,4,LCB,6'2,154lbs,67,27,74,72,40,67,63,72,72,74,71,70,62,67,91,71,79,49,49,42,11,12,€12M
27,78,€14K,Right,4,RM,5'11,172lbs,78,73,70,73,74,85,78,82,86,86,80,74,76,76,73,67,72,74,73,68,12,7,€11M
28,79,€32K,Right,3,RCB,6'0,165lbs,51,22,73,69,31,48,47,67,72,73,68,76,72,48,92,78,74,45,39,36,12,8,€9.5M
27,78,€64K,Left,3,LS,5'10,170lbs,70,79,68,67,75,83,67,82,88,87,82,75,72,79,42,59,58,81,75,69,12,7,€11M
26,81,€1K,Right,3,CDM,5'9,176lbs,60,63,62,81,45,70,82,76,70,76,74,73,81,76,80,80,69,47,75,61,8,6,€11M
27,78,€30K,Right,4,CM,5'7,141lbs,76,68,41,81,65,78,78,81,70,65,82,74,88,76,77,94,48,72,77,76,14,14,€10.5M
26,80,€56K,Right,4,CAM,6'0,161lbs,74,64,58,80,64,83,80,85,69,75,72,68,71,72,64,68,69,78,80,68,5,3,€12.5M
27,80,€26K,Right,3,RCB,6'1,172lbs,25,25,73,66,22,62,48,63,66,63,55,71,53,67,74,75,79,25,32,35,10,10,€10M
28,80,€48K,Right,3,CB,6'2,170lbs,49,25,74,68,30,42,45,68,60,65,56,77,57,52,74,68,78,27,51,55,12,12,€10M
28,78,€66K,Right,4,LM,6'2,187lbs,74,73,67,77,73,82,77,80,74,78,65,75,54,81,71,75,83,77,75,76,10,13,€10.5M
31,78,€23K,Right,4,CB,5'10,168lbs,75,40,73,77,48,63,75,76,55,70,60,75,68,81,81,74,78,57,57,47,13,9,€7M
26,81,€46K,Right,4,LCB,6'4,194lbs,32,37,76,71,24,60,23,68,38,50,47,79,42,72,72,64,82,30,45,36,12,6,€11M
31,78,€24K,Left,3,CM,6'1,179lbs,54,66,53,79,69,80,75,79,69,67,70,80,44,75,69,68,80,76,80,62,15,10,€9M
26,81,€29K,Right,3,LS,6'1,174lbs,67,76,75,75,79,76,68,77,65,65,64,78,60,84,70,64,82,79,65,81,6,11,€13M
26,83,€17K,Right,2,LCB,6'1,170lbs,45,35,74,80,37,56,49,75,46,44,52,76,50,45,69,68,78,52,56,41,11,7,€11.5M
26,80,€46K,Right,3,CDM,6'0,183lbs,37,25,67,80,35,59,49,72,53,48,54,72,59,60,65,75,82,48,65,54,11,16,€10.5M
29,78,€85K,Left,4,ST,5'11,161lbs,74,78,68,75,78,79,82,80,76,78,70,80,73,82,63,70,69,79,81,79,10,10,€10.5M
30,78,€1K,Right,4,CM,5'10,165lbs,76,70,57,80,65,73,75,81,57,66,76,78,79,73,54,66,70,68,80,84,15,16,€9.5M
26,82,€6K,Right,3,GK,6'0,187lbs,10,14,21,25,10,16,15,20,50,54,65,76,65,31,76,47,77,10,55,13,74,80,€9.5M
27,80,€46K,Right,3,CB,6'2,196lbs,51,50,75,75,42,62,47,73,42,52,55,72,57,75,76,73,83,46,46,43,12,7,€10M
28,79,€1K,Right,3,LCM,6'1,187lbs,59,42,75,79,40,65,52,77,61,68,59,74,52,81,74,75,83,52,68,78,6,7,€9.5M
29,78,€11K,Left,4,CAM,5'7,152lbs,81,65,42,79,70,78,81,81,71,68,78,79,78,71,65,87,61,75,78,76,7,15,€10M
25,81,€47K,Right,4,RDM,5'11,165lbs,77,62,50,83,72,78,83,80,71,72,88,73,79,80,72,76,62,74,80,78,15,13,€13M
34,78,€26K,Right,3,CAM,5'7,176lbs,72,77,54,78,74,79,74,77,73,70,76,74,74,83,56,73,74,78,78,74,2,4,€5M
26,80,€16K,Right,3,CB,6'1,192lbs,44,24,88,54,44,40,40,52,60,59,53,69,60,68,91,61,90,35,44,46,9,10,€10.5M
30,78,€32K,Right,3,LW,5'10,154lbs,71,78,66,74,69,82,67,81,85,84,83,75,70,74,66,71,59,76,74,75,10,12,€10M
32,78,€31K,Right,3,RB,5'9,168lbs,77,62,74,75,62,74,74,75,74,73,74,78,73,74,81,74,72,63,64,66,15,10,€5.5M
27,78,€105K,Right,4,RW,5'10,170lbs,76,69,70,76,64,82,75,81,79,77,76,76,82,74,66,85,69,76,72,75,16,16,€11M
30,78,€39K,Right,4,CM,5'8,152lbs,83,68,58,77,82,80,88,80,76,69,86,76,91,78,68,92,65,70,77,70,15,8,€9.5M
30,78,€30K,Right,4,LCM,5'11,172lbs,78,73,59,81,58,77,80,80,55,50,68,77,67,77,53,55,68,71,78,73,12,14,€9.5M
30,78,€53K,Right,3,CDM,6'0,190lbs,63,39,69,81,50,65,47,74,68,71,65,74,64,73,80,88,78,62,64,59,9,14,€7.5M
30,78,€13K,Left,2,RW,5'10,146lbs,80,65,63,78,63,81,78,79,77,75,76,79,76,69,79,83,66,76,76,54,15,14,€10M
30,78,€32K,Right,3,GK,6'2,194lbs,11,14,15,35,12,13,12,12,49,53,38,75,45,22,49,28,65,12,44,15,77,78,€6.5M
40,78,€18K,Right,3,CB,5'11,172lbs,60,45,79,73,51,63,42,73,33,38,51,70,60,55,79,54,76,50,67,64,12,13,€ 0
26,80,€19K,Right,2,CDM,6'2,161lbs,74,58,75,78,69,64,80,75,59,65,62,74,57,85,67,91,88,67,71,74,14,12,€10.5M
30,78,€28K,Right,3,LS,6'2,201lbs,68,76,76,72,73,72,57,76,66,72,67,76,64,84,70,74,91,80,73,78,15,15,€10M
30,78,€29K,Right,3,LM,5'7,143lbs,80,75,49,79,72,80,75,83,74,77,80,70,81,73,70,77,58,70,80,70,14,9,€10M
32,78,€41K,Right,4,LCM,5'9,159lbs,79,77,47,80,69,80,80,79,71,67,80,79,70,76,65,60,57,78,79,66,6,13,€8M
28,78,€36K,Right,4,CAM,5'7,157lbs,73,70,58,79,70,82,75,80,83,77,91,72,80,73,41,73,50,69,74,72,13,7,€10.5M
27,80,€27K,Right,2,RCB,6'1,165lbs,44,28,76,66,30,58,41,66,66,68,63,78,66,75,76,53,69,40,50,64,16,8,€10M
35,78,€50K,Right,3,GK,6'0,176lbs,12,13,18,56,11,22,25,41,58,54,63,73,62,22,81,41,69,16,69,23,75,78,€2.4M
33,78,€19K,Right,5,RDM,5'11,170lbs,79,57,60,82,76,74,84,79,64,59,72,70,75,85,61,71,72,56,86,75,6,6,€6M
32,78,€12K,Left,3,RM,6'0,163lbs,75,65,72,80,72,82,88,84,76,76,75,72,77,84,83,68,69,74,81,76,5,3,€8M
29,78,€ 0,Right,3,ST,6'5,201lbs,61,79,86,71,74,71,64,77,66,65,50,75,32,78,63,77,93,78,73,77,11,8,€ 0
34,78,€51K,Left,2,LB,6'1,179lbs,83,57,74,76,50,73,69,77,74,76,71,74,73,82,73,79,73,62,64,57,14,16,€2.9M
31,78,€23K,Right,3,CDM,6'1,181lbs,47,59,86,82,59,66,55,77,62,62,62,73,53,82,91,76,79,62,63,61,14,16,€7M
31,78,€19K,Right,2,GK,5'10,165lbs,21,11,9,37,11,13,20,21,44,43,50,75,48,24,64,33,62,12,38,23,78,81,€6.5M
31,78,€44K,Right,3,LCB,5'11,172lbs,69,37,76,67,65,60,68,66,76,78,79,73,74,70,91,69,72,50,58,50,2,4,€7M
29,78,€18K,Right,3,CB,5'11,176lbs,61,48,76,74,47,58,39,64,47,54,60,71,68,66,92,59,77,57,62,62,15,12,€8M
29,78,€58K,Right,4,RCM,6'0,165lbs,68,58,75,80,60,75,75,79,57,54,63,78,71,74,75,92,77,68,76,60,6,6,€10M
29,79,€53K,Right,3,RCB,6'4,163lbs,45,29,78,70,28,50,33,59,41,49,47,76,50,40,76,65,79,38,54,43,9,14,€9M
32,78,€1K,Right,2,GK,6'5,209lbs,13,11,13,39,13,16,19,21,37,40,54,74,30,22,62,34,71,13,55,12,78,80,€6M
31,78,€49K,Right,3,RW,5'10,146lbs,75,72,63,73,70,80,69,78,91,90,88,76,76,69,62,78,55,78,74,63,10,13,€9M
26,80,€50K,Right,3,CM,6'0,176lbs,73,67,67,84,59,74,69,76,63,63,62,72,65,85,64,76,71,70,83,71,8,16,€12.5M
31,78,€1K,Right,4,CAM,6'1,176lbs,75,69,43,83,85,78,74,80,69,68,70,68,73,82,71,66,72,73,85,61,6,10,€9M
30,78,€26K,Right,4,RCM,5'10,174lbs,79,71,70,81,74,67,75,72,67,60,64,78,67,79,68,92,75,79,77,81,7,7,€9.5M
30,78,€50K,Right,4,LM,5'10,165lbs,79,74,63,74,85,80,71,78,90,90,75,77,79,80,74,74,77,71,75,67,15,6,€10M
33,78,€45K,Left,5,LB,5'8,165lbs,81,59,63,79,53,81,84,82,77,73,77,79,76,87,75,74,67,77,69,59,15,14,€4M
27,78,€58K,Right,3,RCB,6'1,181lbs,41,31,80,70,33,54,31,67,55,53,55,77,65,48,75,68,78,21,45,35,14,12,€8.5M
33,78,€11K,Left,3,RF,6'0,183lbs,75,77,66,76,88,78,80,78,76,75,67,76,70,92,71,70,83,75,79,83,9,9,€6.5M
31,78,€54K,Left,5,LM,5'11,168lbs,78,57,63,77,51,80,77,79,75,76,79,79,66,60,70,78,67,65,73,52,8,8,€7M
32,78,€24K,Left,3,LCM,6'0,163lbs,65,60,70,77,42,62,52,75,46,61,66,77,67,74,79,81,78,61,66,71,7,11,€6M
29,78,€11K,Left,4,RM,5'8,154lbs,78,74,53,72,75,79,78,79,87,90,93,77,89,83,61,74,60,75,74,73,16,9,€10M
23,82,€41K,Right,3,RM,5'8,146lbs,89,61,57,84,51,73,88,82,66,57,75,74,77,74,66,78,57,65,82,80,15,15,€12M
31,77,€31K,Right,4,ST,6'1,176lbs,68,76,77,72,76,74,73,71,75,76,69,76,64,78,90,79,77,78,68,72,6,14,€8M
29,77,€25K,Right,3,CAM,5'11,163lbs,75,79,66,69,70,77,71,75,91,93,83,76,70,75,71,80,65,77,65,79,12,10,€9M
23,82,€15K,Left,2,RM,6'2,168lbs,73,72,73,72,68,79,72,83,72,75,74,74,56,81,70,67,75,75,77,70,10,12,€12M
31,77,€34K,Right,4,CM,5'8,159lbs,77,66,47,80,66,77,79,78,70,65,80,77,78,75,73,71,65,73,78,58,10,15,€7.5M
21,85,€18K,Left,3,LB,5'11,159lbs,76,33,73,76,21,71,62,75,76,69,68,77,67,55,61,77,60,60,59,43,12,12,€11M
30,77,€29K,Right,4,LM,6'0,163lbs,76,70,60,76,66,79,72,76,78,79,73,75,72,69,69,76,60,74,73,53,12,15,€8.5M
28,77,€13K,Right,3,CB,6'3,181lbs,33,48,79,66,50,61,37,62,64,66,64,73,55,67,87,55,79,38,41,48,6,13,€7M
30,77,€30K,Right,3,RM,5'8,143lbs,82,62,54,78,62,78,69,77,80,80,76,72,76,71,76,71,58,75,76,68,10,11,€8.5M
29,77,€27K,Right,4,LM,6'0,187lbs,72,73,80,73,59,74,68,74,77,87,73,76,66,85,91,86,81,76,73,61,7,15,€8.5M
24,81,€11K,Left,5,CM,6'2,181lbs,68,68,75,76,61,81,74,82,67,51,65,76,67,77,81,73,79,70,77,66,15,15,€11.5M
33,77,€22K,Right,3,LCB,6'2,181lbs,45,54,76,71,59,51,67,70,34,35,52,69,50,76,76,67,90,52,50,65,8,11,€3.6M
30,77,€26K,Right,3,CB,6'0,185lbs,43,48,77,72,43,60,32,65,63,67,65,72,65,64,79,80,84,32,50,64,15,7,€6.5M
23,81,€13K,Left,4,CM,5'9,165lbs,75,70,67,77,68,77,74,80,75,72,75,77,83,80,76,85,75,70,74,53,12,12,€11.5M
27,77,€27K,Left,3,CAM,5'7,148lbs,77,71,65,78,70,77,75,80,71,68,82,74,90,71,37,69,40,72,77,72,6,7,€9.5M
28,77,€49K,Right,4,ST,5'11,161lbs,74,78,78,73,76,73,77,75,75,77,91,78,71,77,80,80,61,80,79,76,9,14,€9M
34,77,€26K,Right,2,LS,6'4,187lbs,66,83,84,75,75,68,66,72,45,51,68,78,59,77,70,67,89,82,69,80,1,1,€4.7M
35,77,€23K,Right,2,LW,5'9,159lbs,77,76,70,76,72,82,80,78,68,69,66,78,73,77,54,54,72,81,77,80,15,12,€4.1M
29,77,€75K,Right,4,ST,6'3,201lbs,65,75,74,74,75,83,74,80,76,78,76,74,66,77,67,76,76,77,70,68,16,6,€9M
35,77,€16K,Left,3,LCB,5'11,174lbs,65,38,74,76,46,63,65,65,68,70,65,75,67,71,81,67,81,59,58,38,7,11,€2.1M
23,82,€13K,Left,3,LCM,5'11,165lbs,59,54,73,76,54,70,52,75,72,69,73,74,74,72,78,85,73,69,66,54,8,11,€10M
25,78,€45K,Right,3,LM,5'7,165lbs,70,71,60,69,54,81,75,78,92,90,91,71,84,80,67,74,59,75,71,58,7,13,€10.5M
27,78,€1K,Right,3,CM,6'2,176lbs,50,63,46,79,31,70,40,77,68,65,57,77,48,47,59,78,73,69,76,41,13,12,€10M
27,78,€32K,Right,4,LDM,6'1,159lbs,79,72,73,79,74,75,79,81,55,58,62,71,74,83,54,66,73,78,80,78,11,6,€10M
28,77,€27K,Right,3,CDM,6'2,170lbs,51,30,69,74,35,59,44,58,51,55,48,77,44,79,70,73,78,55,66,47,16,12,€7M
29,77,€24K,Right,4,CM,6'0,174lbs,70,69,68,82,78,76,64,78,59,62,52,68,51,82,74,75,83,69,81,72,13,9,€8.5M
32,77,€38K,Right,3,GK,6'4,207lbs,20,10,15,40,12,21,18,25,51,52,70,75,57,25,66,38,79,19,55,12,80,78,€5M
27,78,€22K,Left,3,LB,5'8,159lbs,74,50,67,73,33,78,60,76,86,88,85,71,75,67,86,89,81,71,54,55,9,7,€8M
21,85,€45K,Right,4,CAM,5'9,161lbs,74,69,30,78,69,77,78,82,77,74,85,68,78,83,54,67,40,69,81,74,12,14,€13M
33,77,€35K,Right,2,RDM,5'11,157lbs,60,54,60,79,62,73,68,76,65,63,74,79,70,74,67,81,73,64,74,69,14,8,€3.6M
29,77,€19K,Left,3,RM,5'9,148lbs,70,72,35,72,70,84,80,81,90,80,89,75,80,77,87,69,54,74,69,65,7,12,€8.5M
26,78,€51K,Left,3,ST,5'11,159lbs,70,79,66,72,72,77,78,79,67,70,70,74,56,82,74,63,71,79,72,72,5,5,€10.5M
37,77,€25K,Right,2,GK,6'3,209lbs,15,15,14,23,13,15,12,25,50,52,56,71,53,30,76,27,64,12,59,41,77,83,€600K
28,77,€49K,Left,4,RM,5'8,168lbs,80,72,38,75,75,77,74,76,75,73,71,75,84,76,70,76,59,76,76,72,14,13,€9M
